Headline,URL
Comic Janey Godley shares ovarian cancer diagnosis from hospital bed,https://www.independent.co.uk/arts-entertainment/comedy/news/janey-godley-cancer-ovarian-b1960681.html
Scientists in Ireland feed seaweed to cattle and sheep in attempt to reduce methane emissions,https://www.independent.co.uk/tv/climate/scientists-seaweed-ireland-cattle-methane-vacaf2b9a
Sea of spider webs glisten in autumnal British sunshine,https://www.independent.co.uk/tv/climate/sea-of-spider-webs-sunshine-v3e591745
RAF sets record for first flight using only synthetic fuel,https://www.independent.co.uk/tv/climate/raf-synthetic-fuel-climate-flight-v74401ebc
DNA from dead rhino used for conservation research at Whipsnade Zoo,https://www.independent.co.uk/tv/climate/dna-dead-rhino-conservation-research-v7b821bb7
Why does the UK have a higher Covid rate than Europe?,https://www.independent.co.uk/news/health/uk-covid-infection-rate-europe-b1941093.html
What are the new Covid travel rules?,https://www.independent.co.uk/news/uk/home-news/covid-travel-rules-red-list-quarantine-test-b1922346.html
The Independent Health Check newsletter: Sign up for weekly updates ,https://www.independent.co.uk/news/health/shaun-lintern-health-newsletter-updates-b1807192.html
What do I do if my child gets Covid when back at school?,https://www.independent.co.uk/life-style/health-and-families/coronavirus-children-school-testing-b1912550.html
New tool identifies most at-risk groups after Covid vaccination,https://www.independent.co.uk/news/health/covid-vaccine-at-risk-latest-b1922196.html
Non-vaccinated to self-isolate even if returning from low-risk country,https://www.independent.co.uk/news/uk/politics/covidtravelupdatevaccination-b1922327.html
How to navigate all the different ways of working since Covid,https://www.independent.co.uk/life-style/covid-office-work-home-remote-b1922185.html
Awkward moment non-white guest is asked to discuss racism first on QT,https://www.independent.co.ukhttps://www.indy100.com/news/question-time-fiona-bruce-racism-b1960638
Mum who drove car into protesters is doing nightclub meet and greets,https://www.independent.co.ukhttps://www.indy100.com/news/insulate-britain-range-rover-mum-nightclubs-b1960636
Victoria Derbyshire praised for holding Tory MP to account over HS2,https://www.independent.co.ukhttps://www.indy100.com/news/victoria-derbyshire-miriam-cates-hs2-b1960674
Sesame Street characters banned from CPAC because they are pro-vaccine,https://www.independent.co.ukhttps://www.indy100.com/politics/sesame-street-cpac-republicans-vaccine-b1960664
M&S mocked for selling posh beans on toast Christmas canapes for £5 ,https://www.independent.co.ukhttps://www.indy100.com/viral/m-s-festive-beans-toast-canapes-b1960676
People think Kim K and Pete Davidson are official after new pictures,https://www.independent.co.ukhttps://www.indy100.com/celebrities/kim-kardashian-pete-davidson-holding-b1960675
Adele’s new album has been released and it’s as emotional as they come,https://www.independent.co.ukhttps://www.indy100.com/celebrities/adele-new-album-30-released-b1960623
How Samsung’s Galaxy Books are taking small businesses by storm,https://www.independent.co.uk/life-style/gadgets-and-tech/samsung-galaxy-books-small-businesses-b1929086.html
Ending child hunger: what needs to happen and how you can help,https://www.independent.co.uk/news/save-the-children-hunger-fairness-fund-b1925462.html
‘Our world is tech-led and you have to stay on top of it',https://www.independent.co.uk/life-style/gadgets-and-tech/samsung-technology-b1946320.html
Why a ‘virtual private network’ is a necessity this holiday season,https://www.independent.co.uk/life-style/gadgets-and-tech/vpn-pure-virtual-private-network-b1952458.html
There’s something missing from Keir Starmer’s assault on the Tories,https://www.independent.co.uk/independentpremium/voices/boris-johnson-keir-starmer-labour-b1960682.html
"Stanley Johnson, Isabel Oakeshott and the issue with the word ‘handsy’",https://www.independent.co.uk/voices/stanley-johnson-isabel-oakeshott-tweet-b1960070.html
There are leaves on the line and PM’s bluster won’t get rid of them,https://www.independent.co.uk/voices/hs2-integrated-rail-plan-boris-johnson-levelling-up-b1960246.html
The Independent daily cartoon,https://www.independent.co.uk/news/the-independent-daily-cartoon-a8575981.html
The World Bank must be repurposed to focus on climate,https://www.independent.co.uk/climate-change/opinion/world-bank-climate-investment-net-zero-b1958514.html
"The PM is feeling the heat, and Labour looks ready to keep applying it",https://www.independent.co.uk/voices/boris-johnson-labour-starmer-rayner-b1959992.html
"No, Johnson and Starmer – unparliamentary language isn’t big or clever",https://www.independent.co.uk/independentpremium/voices/boris-johnson-sleaze-keir-starmer-b1960168.html
Disabled people don’t want ‘empathy’ – just to be treated like humans,https://www.independent.co.uk/voices/disabled-waltham-forest-council-b1959277.html
The north and Midlands are sick of being treated like poor relations,https://www.independent.co.uk/voices/hs2-rail-north-midlands-boris-johnson-b1960119.html
The UK fell short at Cop26 – but we can still rescue its legacy,https://www.independent.co.uk/climate-change/opinion/cop26-alok-sharma-boris-johnson-climate-b1957989.html
How the pandemic exacerbated stalking cases in the UK,https://www.independent.co.uk/life-style/women/stalking-cases-pandemic-gracie-spinks-b1956589.html
Is toxic masculinity the reason for so many climate-hesitant men?,https://www.independent.co.uk/climate-change/sustainable-living/climate-crisis-toxic-masculinity-environment-b1956739.html
The impact Uber’s price surge may have on safety,https://www.independent.co.uk/independentpremium/lifestyle/uber-safety-women-price-drivers-b1955988.html
Should universities be offering sex work advice to students?,https://www.independent.co.uk/life-style/love-sex/durham-university-sex-worker-training-b1956647.html
We ranked Starbucks’ and Pret A Manger’s Christmas sandwiches,https://www.independent.co.uk/life-style/christmas/food-drink/christmas-food-pret-a-manger-starbucks-b1954984.html
A timeline of Taylor Swift and Jake Gyllenhaal’s relationship,https://www.independent.co.uk/life-style/love-sex/taylor-swift-jake-gyllenhaal-relationship-timeline-b1956479.html
"Emily Ratajkowski on feminism, sexual misconduct, and her politics",https://www.independent.co.uk/life-style/women/emily-ratajkowski-robin-thicke-sexual-harassment-b1955221.html
How to fake your way through small talk at a Christmas party,https://www.independent.co.uk/life-style/christmas-party-small-talk-how-to-b1955142.html
Princess Diana’s ‘Revenge Dress’ and why it was so iconic,https://www.independent.co.uk/life-style/fashion/diana-revenge-dress-crown-elizabeth-debicki-b1953709.html
Black Friday clothing deals 2021: The best early fashion sales ,https://www.independent.co.uk/extras/indybest/black-friday/black-friday-clothing-fashion-deals-2021-b1951508.html
The best Black Friday deals on Emma mattresses – save £370,https://www.independent.co.uk/extras/indybest/black-friday/emma-mattress-black-friday-deals-b1926212.html
We put the new Apple iPhone 13 pro and Apple pro max to the test ,https://www.independent.co.uk/extras/indybest/gadgets-tech/phones-accessories/apple-iphone-13-pro-max-review-b1923999.html
"Best home printer 2021: Top inkjets from Epson, Canon and HP",https://www.independent.co.uk/extras/indybest/gadgets-tech/computer-accessories/best-wireless-printers-2020-home-scanner-photos-mac-under-100-students-a9573546.html
8 best IPL and laser hair-removal machines to use at home,https://www.independent.co.uk/extras/indybest/fashion-beauty/hair/best-home-laser-ipl-hair-removal-machines-a9417941.html
Christmas ideas from Hype for a fashionable festive season,https://www.independent.co.uk/life-style/christmas-ideas-from-hype-for-a-fashionable-festive-season-b1952379.html
When is Black Friday 2021 and what are the best early deals?,https://www.independent.co.uk/extras/indybest/black-friday/black-friday-2021-uk-when-deals-b1928345.html
"The best TV deals this month: Smart, 4K and OLED",https://www.independent.co.uk/extras/indybest/deals/best-tv-deals-uk-smart-4k-oled-b530213.html
PS5 restock UK: Where to buy or pre-order Sony’s PlayStation 5 today ,https://www.independent.co.uk/extras/indybest/gadgets-tech/video-games-consoles/ps5-restock-pre-order-uk-where-b1874579.html
Simba sale: Get up to 50% off mattresses and bedding bundles ,https://www.independent.co.uk/life-style/simba-hybrid-pro-mattress-sale-b1957517.html
Audible promo: 50% deal on the first 3 months,https://www.independent.co.ukhttps://www.independent.co.uk/vouchercodes/audible
Bag an extra 15% off dresses and shoes with our boohoo discount code,https://www.independent.co.ukhttps://www.independent.co.uk/vouchercodes/boohoo
1st box 60% Gousto discount code + 1st month 30% off,https://www.independent.co.ukhttps://www.independent.co.uk/vouchercodes/gousto
Black Friday deal: Save up to 40% & get unlimited fibre broadband completely free for 3 months ,https://www.independent.co.ukhttps://www.independent.co.uk/vouchercodes/hyperoptic
Serenata Flowers discount code: 15% deal on orders,https://www.independent.co.ukhttps://www.independent.co.uk/vouchercodes/serenata-flowers
20% off everything with this Feel Unique discount code 2021,https://www.independent.co.ukhttps://www.independent.co.uk/vouchercodes/feelunique
Save up to £100 & get an extra 10% off all tablets - Huawei voucher code,https://www.independent.co.ukhttps://www.independent.co.uk/vouchercodes/huawei
