Headline,URL
Covid: over-40s in England now eligible for booster after three months; South Korea surge sparks alarm,https://www.theguardian.com/world/live/2021/dec/08/covid-live-news-south-korea-surge-sparks-hospital-alarm-stealth-omicron-variant-found
"One year after first Covid jab, NHS recruits for booster ramp-up",https://www.theguardian.com/world/2021/dec/08/covid-booster-rollout-uk-nhs-recruits-vaccinators-volunteers
Brief history of coronavirus vaccines,https://www.theguardian.com/world/2021/dec/08/the-history-of-covid-vaccine-development
Quarantined man goes into allergic shock after Heathrow hotel serves nuts,https://www.theguardian.com/world/2021/dec/07/quarantined-man-goes-into-allergic-shock-after-heathrow-hotel-serves-nuts
"As we turn away, Boris Johnson is grabbing more power. Where is the opposition?",https://www.theguardian.com/commentisfree/2021/dec/08/boris-johnson-grabbing-more-power-amendments-to-oppressive-legislation-uk
"Boris Johnson’s ‘war on judges’ is a fiction – the truth is, it is an attack on all of us",https://www.theguardian.com/commentisfree/2021/dec/08/boris-johnson-war-on-judges-judicial-review-justice-for-ordinary-citizens
Helping refugees starving in Poland’s icy border forests is illegal – but it’s not the real crime,https://www.theguardian.com/global-development/2021/dec/08/helping-refugees-poland-belarus-border-forests-illegal
Elon Musk is learning a hard lesson: never date a musician,https://www.theguardian.com/commentisfree/2021/dec/08/elon-musk-is-learning-a-hard-lesson-never-date-a-musician
"Whether in Britain or Afghanistan, Johnson’s government fails and fails again ",https://www.theguardian.com/commentisfree/2021/dec/07/britain-afghanistan-johnson-whistleblower-foreign-office-kabul
Kamala Harris is on to something: AirPods are bad,https://www.theguardian.com/technology/2021/dec/07/kamala-harris-airpods-bad-people
A Christmas beetle: in England they’re called ‘cockchafers’,https://www.theguardian.com/environment/commentisfree/2021/dec/08/a-christmas-beetle-in-england-theyre-called-cockchafers
Every day another minister crashes and burns. Today it was Dominic Raab ,https://www.theguardian.com/politics/2021/dec/07/every-day-another-minister-crashes-and-burns-today-it-was-dominic-raab
Dominic Raab’s Foreign Office: callous as well as complacent,https://www.theguardian.com/politics/commentisfree/2021/dec/07/the-guardian-view-on-dominic-raabs-foreign-office-callous-as-well-as-complacent
Myanmar: Aung San Suu Kyi is now one of many,https://www.theguardian.com/world/commentisfree/2021/dec/07/the-guardian-view-on-myanmar-aung-san-suu-kyi-is-now-one-of-many
What might have saved Arthur-Labinjo Hughes,https://www.theguardian.com/society/2021/dec/07/what-might-have-saved-arthur-labinjo-hughes
Tackle the causes of drug addiction,https://www.theguardian.com/politics/2021/dec/07/tackle-the-causes-of-drug-addiction
We turned a tragic situation in our life into something positive,https://www.theguardian.com/sport/2021/dec/08/alix-and-mel-popham-we-turned-a-tragic-situation-in-our-life-into-something-positive
Ashes novelty and normality – but then came the first ball,https://www.theguardian.com/sport/2021/dec/08/the-gabba-hosted-ashes-novelty-and-normality-then-came-the-first-ball
Salah and Origi make it six wins out of six for Reds,https://www.theguardian.com/football/2021/dec/07/milan-liverpool-champions-league-match-report
Nos 100-71,https://www.theguardian.com/football/ng-interactive/2021/dec/07/the-100-best-female-footballers-in-the-world-2021
What is the earliest goal scored in a match that finished 1-0?,https://www.theguardian.com/football/2021/dec/08/what-is-earliest-goal-scored-football-match-that-finished-1-0-knowledge
Spurs in talks over Brighton game after Covid outbreak,https://www.theguardian.com/football/2021/dec/07/tottenham-games-under-threat-following-covid-outbreak-at-club
Tennis Australia denies seeking vaccination loophole,https://www.theguardian.com/sport/2021/dec/08/tennis-australia-denies-seeking-loopholes-for-unvaccinated-players-amid-novak-djokovic-row
Weighing-room staff boycott Frost over Dunne case,https://www.theguardian.com/sport/2021/dec/07/weighing-room-staff-boycott-bryony-frost-over-robbie-dunne-case
"From Siberia to US west, wildfires spewed record carbon emissions this year",https://www.theguardian.com/world/2021/dec/07/wildfires-broke-carbon-emission-records-us-siberia-turkey
Oil companies blame clean energy transition for market volatility,https://www.theguardian.com/business/2021/dec/07/oil-companies-blame-clean-energy-transition-for-market-volatility
Indigenous leaders urge institution to cut ties with coal mine operator,https://www.theguardian.com/environment/2021/dec/07/indigenous-leaders-urge-londons-science-museum-to-cut-ties-with-adani
‘Vague and weak’ policies mean Scotland could miss emission targets,https://www.theguardian.com/environment/2021/dec/07/vague-and-weak-policies-mean-scotland-could-miss-emission-targets
"Letter suggests ‘cover-up’ of PM’s involvement in dog airlift, says MP",https://www.theguardian.com/world/2021/dec/07/letter-suggests-cover-up-of-pms-involvement-in-afghan-dog-airlift-says-mp
Lawyer concedes murder accused was ‘terrible mother’ to toddler,https://www.theguardian.com/uk-news/2021/dec/07/star-hobson-lawyer-concedes-accused-was-terrible-mother-to-toddler
FTSE 100 index rallies for third day as Omicron fears fade – business live,https://www.theguardian.com/business/live/2021/dec/08/tui-travel-bounce-back-omicron-fears-ease-business-live
The £500m makeover aiming to leave city centre in ruins ,https://www.theguardian.com/business/2021/dec/07/the-500m-makeover-aiming-to-leave-central-nottingham-in-ruins
Multinational running catch-up tuition 90% below enrolment target,https://www.theguardian.com/education/2021/dec/07/randstad-england-pupil-catch-up-tuition-scheme-targets
"British armed forces must embrace diversity after scandals, says new chief",https://www.theguardian.com/uk-news/2021/dec/07/british-military-must-embrace-diversity-after-scandals-says-new-chief
Guard tells of toxic racist culture at Gatwick immigration removal centre ,https://www.theguardian.com/uk-news/2021/dec/07/guard-tells-of-racist-culture-at-g4s-gatwick-immigration-removal-centre-brook-house
Broadcaster threatens to sue Jennifer Arcuri after tweet about Epstein,https://www.theguardian.com/media/2021/dec/07/andrew-neil-threatens-to-sue-jennifer-arcuri-twitter-spat-jeffrey-epstein
Runner faces UK deportation despite state of emergency in Ethiopia,https://www.theguardian.com/uk-news/2021/dec/07/runner-faces-uk-deportation-despite-state-of-emergency-in-ethiopia
Law Commission rebuffs campaign to make it a hate crime,https://www.theguardian.com/lifeandstyle/2021/dec/07/campaign-to-make-misogyny-a-hate-rebuffed-by-law-commission
Biden and Putin make little apparent headway on Ukraine in virtual summit,https://www.theguardian.com/world/2021/dec/07/joe-biden-vladimir-putin-virtual-summit-ukraine-russia
Japanese billionaire blasts off for ISS,https://www.theguardian.com/science/2021/dec/08/dream-come-true-japanese-billionaire-blasts-off-for-iss
"Journalists face ‘nightmare’ worthy of Mao era, press freedom group says",https://www.theguardian.com/world/2021/dec/08/journalists-in-china-face-nightmare-worthy-of-mao-era-press-freedom-group-says
French police arrest man in connection with killing ,https://www.theguardian.com/world/2021/dec/07/one-of-suspected-killers-of-jamal-khashoggi-held-in-paris-say-reports
Amazon Web Services outage hits major sites and apps,https://www.theguardian.com/technology/2021/dec/07/amazon-web-services-outage-hits-sites-and-apps-such-as-imdb-and-tinder
Supreme court to hear case that could have dire consequences for death row inmates,https://www.theguardian.com/world/2021/dec/08/us-supreme-court-arizona-death-penalty-case
Indonesia president vows to rebuild after eruption killed 34,https://www.theguardian.com/world/2021/dec/08/indonesia-president-vows-to-rebuild-after-volcano-eruption-as-death-toll-rises-to-34
Fear stalks Nigerian state as jihadists gain foothold,https://www.theguardian.com/world/2021/dec/08/nigeria-niger-state-jihadists-boko-haram-abuja-banditry
Robert E Lee statue to be melted down and turned into public art,https://www.theguardian.com/us-news/2021/dec/07/charlottesville-robert-e-lee-statue-melted
Third accuser alleges Maxwell ‘preyed’ on her when she was a minor,https://www.theguardian.com/us-news/2021/dec/07/ghislaine-maxwell-sex-trafficking-trial-third-accuser
 More from the series ,https://www.theguardian.com/news/series/todayinfocus
Who was the real Lucille Ball?,https://www.theguardian.com/tv-and-radio/2021/dec/07/she-was-very-complicated-she-was-a-conundrum-who-was-the-real-lucille-ball
Best music books of 2021,https://www.theguardian.com/books/2021/dec/08/best-music-books-of-2021
Call Us What We Carry by Amanda Gorman review – symphony of hope and solidarity,https://www.theguardian.com/books/2021/dec/08/call-us-what-we-carry-by-amanda-gorman-review-symphony-of-hope-and-solidarity
Slapstick apocalypse according to DiCaprio and Lawrence,https://www.theguardian.com/film/2021/dec/08/dont-look-up-review-slapstick-apocalypse-according-to-dicaprio-and-lawrence
Olivia Colman and David Thewlis stun as killer couple on the run,https://www.theguardian.com/tv-and-radio/2021/dec/07/landscapers-review-olivia-colman-and-david-thewlis-stun-as-killer-couple-on-the-run
A theatrical marvel,https://www.theguardian.com/stage/2021/dec/08/the-book-of-dust-la-belle-sauvage-review-philip-pullman-nicholas-hytner
The woman exposing spiritual sexism,https://www.theguardian.com/lifeandstyle/2021/dec/08/meditation-spirtual-sexism-womens-retreats
Will a work trip to Poland mean I have to isolate for 90 days?,https://www.theguardian.com/money/2021/dec/08/will-a-work-trip-to-poland-mean-i-have-to-isolate-for-90-days
88 ideas ,https://www.theguardian.com/lifeandstyle/2021/dec/07/christmas-gift-guide-88-ideas-from-the-observer
Parisian workshop setting puts craft of Chanel centre stage,https://www.theguardian.com/fashion/2021/dec/07/parisian-workshop-setting-puts-craft-of-chanel-centre-stage
What is the best Christmas party food?,https://www.theguardian.com/food/2021/dec/07/what-is-the-best-christmas-party-food
Leuven: the small Flemish town with a big (bang) history ,https://www.theguardian.com/travel/2021/dec/07/leuven-the-small-flemish-town-belgium-big-bang-history
"If the UK government said you should lockdown, would you be willing?",https://www.theguardian.com/world/2021/dec/08/tell-us-if-the-uk-government-said-you-should-lockdown-would-you-be-willing
Have you been affected by Storm Barra?,https://www.theguardian.com/uk-news/2021/dec/07/tell-us-have-you-been-affected-by-storm-barra
Have you been left behind in Afghanistan?,https://www.theguardian.com/world/2021/aug/17/tell-us-how-have-you-been-affected-by-the-situation-in-afghanistan
Share your experiences during pregnancy and childbirth this year,https://www.theguardian.com/society/2021/dec/07/tell-us-how-did-you-experience-maternity-care-in-pregnancy-and-childbirth-this-year
The shocking story of Guantánamo Bay’s ‘forever prisoner’ ,https://www.theguardian.com/tv-and-radio/2021/dec/07/the-forever-prisoner-hbo-alex-gibney-guantanamo-bay
"The mute swan – loved, a little feared … and not so silent",https://www.theguardian.com/environment/2021/dec/08/the-mute-swan-loved-a-little-feared-and-not-so-silent
New Caledonia prepares for blighted independence vote,https://www.theguardian.com/world/2021/dec/08/covid-mourning-and-the-fear-of-violence-new-caledonia-prepares-for-blighted-independence-vote
How Nairobi’s ‘road for the rich’ resulted in thousands of homes reduced to rubble,https://www.theguardian.com/global-development/2021/dec/08/how-nairobis-road-for-the-rich-resulted-in-thousands-of-homes-reduced-to-rubble
Words most mangled by newsreaders in 2021 revealed,https://www.theguardian.com/us-news/2021/dec/07/cheugy-glasgow-eilish-words-most-mangled-newsreaders
Are storms Barra and Arwen linked to climate breakdown?,https://www.theguardian.com/uk-news/2021/dec/07/are-storms-barra-and-arwen-linked-to-climate-breakdown
Keza MacDonald’s weekly look at the world of gaming,https://www.theguardian.com/info/ng-interactive/2021/nov/24/sign-up-for-pushing-buttons-keza-macdonalds-weekly-look-at-the-world-of-gaming
"Subscribe to our weekly cricket newsletter, The Spin, for all the latest news and opinion",https://www.theguardian.com/sport/2016/aug/18/sign-up-to-the-spin
The best way to start the weekend,https://www.theguardian.com/info/ng-interactive/2021/sep/14/inside-saturday-sign-up
The best way to make sense of the biggest environment stories,https://www.theguardian.com/info/ng-interactive/2021/oct/20/sign-up-for-down-to-earth-the-best-way-to-make-sense-of-the-biggest-environment-stories
Forgotten Japanese American photography ,https://www.theguardian.com/artanddesign/gallery/2021/dec/08/rising-again-forgotten-japanese-american-photography-in-pictures
Photographer of the year,https://www.theguardian.com/science/gallery/2021/dec/07/northern-lights-photographer-of-the-year-in-pictures
Tuesday’s best photos ,https://www.theguardian.com/news/gallery/2021/dec/07/winter-glow-and-cauliflowers-tuesdays-best-photos
2021’s hot new UK photography,https://www.theguardian.com/artanddesign/gallery/2021/dec/07/new-talent-exhibition-london-photographers-gallery-british-artists-in-pictures
No 10’s carefully crafted portraits,https://www.theguardian.com/politics/gallery/2021/dec/06/no-cheap-shots-no-10s-carefully-crafted-portraits-in-pictures
Nine Europeans who became British after Brexit – photo essay,https://www.theguardian.com/world/2021/dec/06/citizenship-journey-europeans-who-became-british-after-brexit-photo-essay
PM accused of lying after No 10 officials caught joking about Christmas party,https://www.theguardian.com/politics/2021/dec/07/leaked-video-shows-no-10-officials-joking-about-holding-christmas-party
"The inner lives of cats: what our feline friends really think about hugs, happiness and humans",https://www.theguardian.com/lifeandstyle/2021/dec/08/the-inner-lives-of-cats-what-our-feline-friends-really-think-about-hugs-happiness-and-humans
The £500m makeover aiming to leave central Nottingham in ruins ,https://www.theguardian.com/business/2021/dec/07/the-500m-makeover-aiming-to-leave-central-nottingham-in-ruins
Cover-ups and credibility: Johnson’s denials no longer carry much weight,https://www.theguardian.com/politics/2021/dec/07/cover-ups-and-credibility-johnsons-denials-no-longer-carry-much-weight
Every day another minister crashes and burns. Today it was Dominic Raab ,https://www.theguardian.com/politics/2021/dec/07/every-day-another-minister-crashes-and-burns-today-it-was-dominic-raab
UK man accused of running over his wife to stand trial in France,https://www.theguardian.com/world/2021/dec/08/uk-man-accused-of-running-over-his-wife-to-stand-trial-in-france
Kamala Harris is on to something: AirPods are bad,https://www.theguardian.com/technology/2021/dec/07/kamala-harris-airpods-bad-people
Covid live: over-40s in England now eligible for booster after three months; South Korea surge sparks alarm,https://www.theguardian.com/world/live/2021/dec/08/covid-live-news-south-korea-surge-sparks-hospital-alarm-stealth-omicron-variant-found
"Ashes 2021-22: Australia v England first Test, day one – as it happened",https://www.theguardian.com/sport/live/2021/dec/08/ashes-2021-22-australia-v-england-first-test-day-one-live-cricket-score-updates
Elon Musk is learning a hard lesson: never date a musician,https://www.theguardian.com/commentisfree/2021/dec/08/elon-musk-is-learning-a-hard-lesson-never-date-a-musician
